class,name,profile description,dog description
mathematician,Joseph Fourier,"Jean-Baptiste Joseph Fourier (21 March 1768 – 16 May 1830) was a French mathematician and physicist born in Auxerre and best known for initiating the investigation of Fourier series, which eventually developed into Fourier analysis and harmonic analysis, and their applications to problems of heat transfer and vibrations. The Fourier transform and Fourier's law of conduction are also named in his honour. Fourier is also generally credited with the discovery of the greenhouse effect. Fourier left an unfinished work on determining and locating real roots of polynomials, which was edited by Claude-Louis Navier and published in 1831. This work contains much original matter—in particular, Fourier's theorem on polynomial real roots, published in 1820. François Budan, in 1807 and 1811, had published independently his theorem (also known by the name of Fourier), which is very close to Fourier's theorem (each theorem is a corollary of the other). Fourier's proof is the one that was usually given, during 19th century, in textbooks on the theory of equations. A complete solution of the problem was given in 1829 by Jacques Charles François Sturm.","Cassidy is a friendly and sweet tripaw approximately 8 yr old Border Collie/Cattle dog mix. She is afraid of large dogs but really likes friendly confident small dogs, and once she trusts she wants to play with them. Cassidy now likes to go for neighbourhood walks, but only for a bit and then wants to return home this should improve if she continues to have positive experiences in the neighbourhood. She hates being in the car and is stressed in new places, but does ride quietly as she will shutdown to cope. Cassidy is a real couch potato in spite of her breed and loves to sleep on the bed with you. She becomes very bonded to her ""people"" that are kind and caring towards her."
mathematician,Carl Friedrich Gauss,"Michel Louis Balinski (October 6, 1933 – February 4, 2019) was an applied mathematician, economist, operations research analyst and political scientist. As a Polish-American, educated in the United States, he lived and worked primarily in the United States and France. He was known for his work in optimisation (combinatorial, linear, nonlinear), convex polyhedra, stable matching, and the theory and practice of electoral systems, jury decision, and social choice. He was Directeur de Recherche de classe exceptionnelle (emeritus) of the C.N.R.S. at the École Polytechnique (Paris). He was awarded the John von Neumann Theory Prize by INFORMS in 2013. After completing his Ph.D. Balinski remained at Princeton University as a research associate then lecturer in mathematics. From 1963 to 1965 he was associate professor of economics at the Wharton School of the University of Pennsylvania. He was then appointed to the Graduate School of the City University of New York, first as associate professor then (as of 1969) professor of mathematics. One of his doctoral students at the City University was another noted mathematician, Louis Billera, through whom he has many academic descendants. In 1978 he was appointed professor of organization and management and of administrative sciences at Yale. Michel Louis Balinski died in Bayonne, France. He maintained an active involvement in research and public appearances, his last public engagement took place in January 2019.","Ginger Bear is a sweet, playful 2-year old, American Staffordshire Terrier mix in search of her perfect dream house. Ginger Bear will raid her toy box to toss a ball around or chew on her favorite stuffed animal. If she wants you to join in the play, she will start to tell you the rules of play ""talking"" to her human, but she won't bark to recruit other players if she sees someone outside. After playtime, Ginger Bear enjoys a good neck scratch and will channel her inner Stretch Armstrong to find her way onto your lap. Ginger Bear continues learn her manners, which will need to continue. She is eager to learn and please her human playmates, however NO CATS. Ginger Bear is a sweet girl ready to find her favorite playmates"
mathematician,Mónica Clapp,"Mónica Clapp is a mathematician at the Universidad Nacional Autónoma de México (UNAM) known for her work in nonlinear partial differential equations and algebraic topology. Clapp was born in Mexico City. She graduated from UNAM in 1974. Clapp then graduated with her Ph.D from Heidelberg University in 1979, and has been a faculty member at UNAM since that time. Clapp has been an editor of the journals Boletín de la Sociedad Matemática Mexicana and Aportaciones Matemáticas. In 2012, Clapp became a fellow of the American Mathematical Society.","Moe like the 3stooges lol. LittleVman is approx 8months. He is a goofball, such a cutie, who loves to be loved. What he needs is a human leader, since he's just a pup."
mathematician,Rama Cont,"Rama Cont is the Professor of Mathematical Finance at the University of Oxford.  He is known for contributions to probability theory, stochastic analysis and mathematical modelling in finance, in particular mathematical models of systemic risk. He was awarded the Louis Bachelier Prize by the French Academy of Sciences in 2010. Born in Tehran (Iran), Cont obtained his undergraduate degree from Ecole Polytechnique (France), a master's degree in theoretical physics from Ecole Normale Superieure and a degree in Chinese Language from Institut national des langues et civilisations orientales. His doctoral thesis focused on the application of Lévy processes in financial modelling.","Clementine is an Australian Shepherd/Redbone Hound mix who was born in August 2015. She weighs about 30 lbs. Clem has a medical condition called megaesophagus. Dogs with megaesophagus have a dilated esophagus due to lack of muscle tone, which causes food to sit in the esophagus rather than travel to the stomach. As a result, it is not unusual for her to regurgitate. She is on a structured feeding routine and eats in a Bailey Chair. In spite of this, Clementine is an otherwise ‘normal' dog. She is very friendly with everyone – including other dogs and cats – and especially loves children. She is housebroken and crate trained. Clem’s megaesophagus will be a lifelong medical condition that will need continued monitoring. She is an incredibly sweet dog"
mathematician,Persi Diaconis,"Persi Warren Diaconis (/ˌdaɪəˈkoʊnɪs/; born January 31, 1945) is an American mathematician of Greek descent and former professional magician. He is a Professor of Statistics and Mathematics at Stanford University.Diaconis received a MacArthur Fellowship in 1982. In 1990, he published (with Dave Bayer) a paper entitled ""Trailing the Dovetail Shuffle to Its Lair"" (a term coined by magician Charles Jordan in the early 1900s) which established rigorous results on how many times a deck of playing cards must be riffle shuffled before it can be considered random according to the mathematical measure total variation distance. Diaconis is often cited for the simplified proposition that it takes seven shuffles to randomize a deck. More precisely, Diaconis showed that, in the Gilbert–Shannon–Reeds model of how likely it is that a riffle results in a particular riffle shuffle permutation, it takes 5 riffles before the total variation distance of a 52-card deck begins to drop significantly from the maximum value of 1.0, and 7 riffles before it drops below 0.5 very quickly (a threshold phenomenon), after which it is reduced by a factor of 2 every shuffle. When entropy is viewed as the probabilistic distance, riffle shuffling seems to take less time to mix, and the threshold phenomenon goes away (because the entropy function is subadditive).","Dockers is a sweet and goofy boy. He loves belly rubs and knows basic commands like sit, shake, and lie down. Since he is a herding breed he does like to herd so we would not recommend him with children under 16."
mathematician,Susan Friedlander,"Susan Jean Friedlander (née Poate; born January 26, 1946) is an American mathematician. Her research concerns mathematical fluid dynamics, the Euler equations and the Navier-Stokes equations. From 1972–1974, Friedlander was a Visiting Member at the Courant Institute of Mathematical Sciences, followed by a year as an instructor at Princeton University. In 1975, she joined the faculty in the Mathematics department at the University of Illinois at Chicago. In 2007, she moved to the University of Southern California where she is Professor of Mathematics and the Director of the Center for Applied Mathematical Sciences.",Koda is a large strong boy! He needs an experienced dog walker. Love loves to play ball and have a good time. Koda can take time to warm up to knew people and needs a person who will be committed to training.
mathematician,Pengfei Guan,"Pengfei Guan, is a Canadian mathematician and Canada Research Chair in Geometric Analysis. He is a professor of mathematics at McGill University and a Fellow of the Royal Society of Canada. Guan graduated from the Department of Mathematics of Zhejiang University in Hangzhou. From 1982 to 1984, Guan was a graduate student at the Institute of Mathematics of the Chinese Academy of Sciences in Beijing. From 1984 to 1985, Guan studied at the University of North Carolina at Chapel Hill. Guan later continued his studies at Princeton University. Guan obtained his MS in 1986 and his PhD in 1989, both in mathematics from Princeton University.",Dodger is a loving dog that is full of energy! He loves to go on walks and just be outside. He is a two years old Australian Cattle Dog mixed with some Black Mouth Cur and Husky. I am looking for someone that has time to take him on extra long walks. We always joke that he is half cat because he will curl right up next to you and cuddle with you for hours.
mathematician,Kathryn E. Hare,"Kathryn Elizabeth Hare (born 1959) is a Canadian mathematician specializing in harmonic analysis and fractal geometry. She is the Chair of the Pure Mathematics Department at the University of Waterloo. Hare did her undergraduate studies at the University of Waterloo, graduating in 1981. She earned a Ph.D. from the University of British Columbia in 1986. Her dissertation, under the supervision of John J. F. Fournier, was Thin Sets and Strict-Two-Associatedness, and concerned group representation theory. She was an assistant professor at the University of Alberta from 1986 to 1988, before she moved back to Waterloo.","Pack can be shy at first but he opens up quickly to people he likes. He is a high energy fella who loves to go for walks and play with toys. He is very selective of his dog friends. However, with a proper introduction and a strong leader, he may be ok with certain other dogs. Pack takes treats gently and knows a few fun tricks. He is a true pleasure to be around."
mathematician,Wei Ho,"Wei Ho is an American mathematician specializing in number theory, algebraic geometry, arithmetic geometry, and representation theory. She is an associate professor of mathematics at the University of Michigan in Ann Arbor, Michigan. In 2003, Ho received both Master's and bachelor's degrees from Harvard University in Cambridge, Massachusetts. While at Harvard, she completed a senior honors thesis entitled The Main Conjecture of Iwasawa Theory under the supervision of Noam Elkies. After college, Ho won a Harvard Herchel Smith Fellowship in Science, which enabled her to spend a year abroad at the University of Cambridge in Cambridge, England, where she completed a certificate of advanced study in mathematics, Part III of the Tripos, (with distinction). In 2009, she completed her PhD in mathematics at Princeton University in Princeton, New Jersey under the supervison of Manjul Bhargava. She was awarded a National Science Foundation (NSF) Postdoctoral Fellowship, which enabled her to conduct research at Harvard University and Princeton University.","Jewel is a 1 year old Heeler mix who is as beautiful as her name states. Pictures do not do this lady justice. She is very active and playful, still needing a little work with learning to not pull on the leash. She is a sweet girl who wants to be in a yard running and playing with the people she loves."
mathematician,Emil Horozov,"Emil Horozov (born 27 September 1949, Sofia) is a Bulgarian mathematician known for his work in dynamical systems theory and mathematical physics and work related to Hilbert's sixteenth problem. Among his best known mathematical works are ""Versal deformations of equivariant vector fields for cases of symmetry of order two and three"" (Ph.D. thesis, 1979), ""On the number of limit cycles in perturbations of quadratic Hamiltonian systems"" (joint with I. D. Iliev), ""Some functions that generalize the Krall-Laguerre polynomials"" (joint with F. A Grünbaum and L. Haine), and ""Perturbations of the spherical pendulum and Abelian integrals"".","Delilah is very shy and a little scared of humans at first. Once she bonds with you, she's stuck like glue. Delilah is very sweet and will need someone with patience so she can warm up on her own. She's very playful and likes her toys! She also likes to sun in the backyard on pretty days but is anxious to get back inside with her human. She gets along great with other dogs and cats."
actor,Tom Hanks,"Thomas Jeffrey Hanks (born July 9, 1956) is an American actor and filmmaker. Known for both his comedic and dramatic roles, he is one of the most popular and recognizable film stars worldwide, and is regarded as an American cultural icon. Hanks's films have grossed more than $4.9 billion in North America and more than $9.96 billion worldwide, making him the fourth-highest-grossing actor in North America. Hanks's accolades include two Academy Awards out of six nominations. Hanks has also won 7 Primetime Emmy Awards for his work as a producer of various limited series and television movies, including From the Earth to the Moon, Band of Brothers, John Adams, and The Pacific. In 2013, he received a Tony Award nomination for Best Actor in a Play for his performance in Nora Ephron's Lucky Guy. He has received the AFI Life Achievement Award in 2002. He received the Stanley Kubrick Britannia Award for Excellence in Film from the British Academy of Film and Television Arts in 2004. In 2014, he received a Kennedy Center Honor, and in 2016, he received a Presidential Medal of Freedom from President Barack Obama, as well as the French Legion of Honor. In 2020 he received the Golden Globe Cecil B. DeMille Award.","Kaley will need her walker to be committed to training, structure and lots of exercise. She's in puppy training classes to get her on her way, and if you have advanced training experience, that will be wonderful for her. Keeping her canine brain active with games, puzzle toys, etc. will help channel her typical puppy energy."
actor,Leonardo DiCaprio,"Leonardo Wilhelm DiCaprio (/dɪˈkæprioʊ/; Italian: ; born November 11, 1974) is an American actor, film producer, and environmentalist. He has often played unconventional roles, particularly in biopics and period films. As of 2019, his films have grossed $7.2 billion worldwide, and he has placed eight times in annual rankings of the world's highest-paid actors. Born in Los Angeles, DiCaprio began his career by appearing in television commercials in the late 1980s. In the early 1990s, he played recurring roles in various television series, such as the sitcom Parenthood. Leonardo DiCaprio had his first major film role as Tobias ""Toby"" Wolff in This Boy's Life (1993). He received critical acclaim and first Academy Award and Golden Globe Award nominations for his supporting role as a developmentally disabled boy Arnie Grape in What's Eating Gilbert Grape (1993); at age 19, it made him the seventh-youngest nominee in the category. He achieved international stardom in the epic romance Titanic (1997), which became the highest-grossing film to that point. After a few commercially unsuccessful films, DiCaprio starred in two successful features in 2002: the biographical crime drama Catch Me If You Can and the historical drama Gangs of New York, which marked his first of many collaborations with director Martin Scorsese.",Monkey is an escape artist. She likes to climb the fence to get out to play in the neighborhood. She has no fear. Loves playing in the water and running after other dogs. She is small and stocky. She is happy to get held and gives lots of kisses. Great puppy but active. Walking her can be a challenge.
actor,Samuel L. Jackson,"Samuel Leroy Jackson (born December 21, 1948) is an American actor and producer. Widely regarded as one of the most popular actors of his generation, the films in which he has appeared have collectively grossed over $27 billion worldwide, making him the highest-grossing actor of all time (when cameo appearances are excluded). He rose to fame with films such as Coming to America (1988), Goodfellas (1990), Patriot Games (1992), Juice (1992), Menace II Society (1993), True Romance (1993), Jurassic Park (1993), and Fresh (1994). Jackson has especially been noted for his roles in the Spike Lee films School Daze (1988), Do the Right Thing (1989), Mo' Better Blues (1990), Jungle Fever (1991), Oldboy (2013) and Chi-Raq (2015) and in the Quentin Tarantino films Pulp Fiction (1994), Jackie Brown (1997), Django Unchained (2012), and The Hateful Eight (2015). For his role in Pulp Fiction, he was nominated for the Academy Award for Best Supporting Actor. Jackson is a highly prolific actor, having appeared in over 150 films. ","Abbie loves to run & play with balls of any kind... it is her very favorite thing to do! But she also likes to snuggle and give kisses. She does have some anxiety but it gets better as time passes. She pulls on the leash a lot, but we're working on that. We can show the walker what we're doing."
actor,Harrison Ford,"Harrison Ford (born July 13, 1942) is an American actor, pilot, and environmental activist. As of 2019, the U.S. domestic box office grosses of his films total over $5.1 billion, with worldwide grosses surpassing $9.3 billion, placing him at No. 4 on the list of highest-grossing domestic box office stars of all time. In addition to his box office success, he is also an Academy Award nominee, a four-time Golden Globe nominee, a three-time Saturn Award winner, and the recipient of the AFI Life Achievement Award and the Cecil B. DeMille Award. Following the initial part of his career in bit parts and supporting roles, Ford gained worldwide fame for his starring role as Han Solo in the epic space opera film Star Wars (1977), reprising the role in four sequels over the course of the next 42 years. He is also widely known for his portrayal of Indiana Jones in the titular film franchise, beginning with the action-adventure film Raiders of the Lost Ark (1981), and for playing other characters in different franchises, most notably Rick Deckard in the dystopian science fiction films Blade Runner (1982) and Blade Runner 2049 (2017) and the Tom Clancy character Jack Ryan in the spy thriller films Patriot Games (1992) and Clear and Present Danger (1994). His career spans six decades and includes collaborations with some of the most acclaimed and influential filmmakers of all time such as George Lucas, Francis Ford Coppola, Steven Spielberg, Ridley Scott, Peter Weir, Roman Polanski and Mike Nichols.","Bucky is a 2 year old Miniature Australian Shepherd. This little guy is an adorable scamp and he is happy doing whatever you are doing (as long as you are including him, that is!). Bucky is a smart little guy that learns very easily. His mom has started him on clicker training and he is learning some basic commands. He is a very fast learner. At 22 pounds, he’s pretty portable. He also loves other dogs and is fine with dog-savvy cats, but does best with a dog around his age and energy level because he will pester other dogs to frustration if they don’t want to play. Bucky is about 50% mischievous little scamp and 50% springs. This guy bounces almost everywhere he goes (unless he’s sneaking up on a squirrel). Because he bounces around like he’s on a pogo stick, he does best with older children. He also LOVES soft toys and loves to play with people as well as by himself. He is house-trained, crate trained, and rides ok in the car."
actor,Anthony Hopkins,"Sir Philip Anthony Hopkins CBE (born 31 December 1937) is a Welsh actor, composer, director and film producer. He is the recipient of multiple accolades, including an Academy Award, three BAFTAs, two Emmys and the Cecil B. DeMille Award. In 1993, he was knighted by Queen Elizabeth II for services to the arts. Hopkins received a star on the Hollywood Walk of Fame in 2003, and in 2008 he received the BAFTA Fellowship for lifetime achievement from the British Academy of Film and Television Arts. After graduating from the Royal Welsh College of Music & Drama in 1957, he trained at the Royal Academy of Dramatic Art in London, and was then spotted by Laurence Olivier who invited him to join the Royal National Theatre in 1965. Productions at the National included King Lear, his favourite Shakespeare play. His last stage play was a West End production of M. Butterfly in 1989.","Zoey is a beautiful female Australian Cattle Dog who is a little over 8 months old. She is funny, incredibly smart, LOVES toys, and is a high-energy gal who will need lots of exercise and stimulation. Zoey is also deaf but is quickly learning basic obedience skills with hand commands and has begun her training with a vibration collar.  Like a typical teenage cattle dog, Zoey is very high energy and would love to be a running/hiking partner and shows potential to do other dog sports such as agility. She is extremely loving and is a ""velcro dog"" as she likes to keep her sight on you at all times. Zoey is friendly with other dogs but doesn't do well with cats. She will require a securely fenced yard for her safety. Zoey is housebroken, crate-trained, and is doing well with leash walking. She is also still working on her manners and can be mouthy when she is excited (which is a lot of the time!)"
actor,Nicolas Cage,"Nicolas Kim Coppola (born January 7, 1964), known professionally as Nicolas Cage, is an American actor and filmmaker. Cage has been nominated for numerous major cinematic awards, and won an Academy Award, a Golden Globe, and Screen Actors Guild Award for his performance in Leaving Las Vegas (1995). He earned his second Academy Award nomination for his performance as Charlie and Donald Kaufman in Adaptation (2002). In February 2011, Cage said that, at a certain point in his career, he realized that he had developed his own method of acting, which he described as ""Nouveau Shamanic."" He noted, ""at some point I'll have to write a book"" about it. Cage later explained that he drew the inspiration for the name from the book The Way of the Actor by Brian Bates, in which he read about the parallel between the ancient shamans and thespians. In other interviews, Cage defined his acting style using terms such as German Expressionism or ""Western kabuki"".","Mandi Rae is a little bit country, a little bit city, and a whole lotta fun. This 50 lb beauty is a lab and American Staffordshire cross that is 2 years old. She is great with dogs and loves to be with her humans. She’s got a smile that lights up the room and is full of tail wags! Mandi is housebroken and will settle into a kennel after a few minutes. She likes to play with humans and other dogs. Mandi knows basic commands such as sit, down, touch, come, place, and even rings the bells on the door to go outside potty. Mandi has a lab personality and is very treat motivated."
actor,John Travolta,"John Joseph Travolta (born February 18, 1954) is an American actor and singer. He rose to fame during the 1970s, appearing on the television sitcom Welcome Back, Kotter (1975–1979) and starring in the box office successes Carrie (1976), Saturday Night Fever (1977) and Grease (1978). His acting career declined throughout the 1980s, but he enjoyed a resurgence in the 1990s with his role in Pulp Fiction (1994) and has since starred in the films Get Shorty (1995), Broken Arrow (1996), Face/Off (1997), Swordfish (2001), The Punisher (2004), Hairspray (2007), Bolt (2008) and The Taking of Pelham 123 (2009). Travolta is a private pilot and owns four aircraft. This excludes the ex-Qantas Boeing 707-138B (Ex-VH-EBM) that he owned. In 2017, the plane was donated to the Historical Aircraft Restoration Society (HARS) near Wollongong, Australia, and was expected to be flown to Australia in November 2019. This was later delayed to sometime in 2020 due to condition of the aircraft. Travolta plans to be on board when the aircraft is flown to Illawarra Regional Airport, where HARS is based, however will not be allowed to fly it, because it will be registered as an Australian aircraft. The 707 aircraft bears an old livery of Qantas, and Travolta acted as an official goodwill ambassador for the airline wherever he flew. Travolta named his 707 ""Jett Clipper Ella,"" in honor of his children. The ""Clipper"" in the name refers to the use of that word by Pan Am in the names of their aircraft.","If you are looking for a dog to keep you on your toes, Crocus is your guy. This big guy is full of energy and loves to play. Crocus would do best with someone who is just as adventurous as he is. He loves to go on walks, and does ok on a leash although he will need some more leash training."
actor,Liam Neeson,"William John Neeson OBE (born 7 June 1952) is a Northern Irish actor who holds Irish, British, and American citizenship. He is one of the highest-grossing actors of all time and has been nominated for several awards, including an Academy Award for Best Actor, a BAFTA Award for Best Actor in a Leading Role, and three Golden Globe Awards for Best Actor in a Motion Picture Drama. Neeson opposes what he sees as the unrestricted right to own firearms in the U.S. and has made calls for gun control. In January 2015, he repeated his views, calling U.S. gun laws a ""disgrace"" in an interview with Emirati newspaper Gulf News when replying to a question about the Charlie Hebdo shootings earlier that month. In response, U.S gun manufacturer Para USA, which provided the prop weapons used by Neeson in the Taken film series, stated: ""We will no longer provide firearms for use in films starring Liam Neeson and ask that our friends and partners in Hollywood refrain from associating our brand and products with his projects.""","A dapper fella with a charming half-tail, Tucker is a chill guy with a live-and-let-live attitude. He bonds tightly to his person once they've shown themselves worthy. A safe and quiet life is at the top of this boy's want list. Then he can really open up and show his fun side, which includes an adorable play bow! He likes playing with female dogs but is a grump with other males."
actor,Katharine Hepburn,"Katharine Houghton Hepburn (May 12, 1907 – June 29, 2003) was an American actress of film, stage, and television. Hepburn's career as a Hollywood leading lady spanned more than 60 years. Known for her headstrong independence and spirited personality, she cultivated a screen persona that matched this public image, and regularly played strong-willed, sophisticated women. Her work came in a range of genres, from screwball comedy to literary drama, and she received four Academy Awards for Best Actress—a record for any performer. In 1999, Hepburn was named by the American Film Institute the greatest female star of classic Hollywood cinema. Raised in Connecticut by wealthy, progressive parents, Hepburn began to act while studying at Bryn Mawr College. Favorable reviews of her work on Broadway brought her to the attention of Hollywood. Her early years in film brought her international fame, including an Academy Award for Best Actress for her third picture, Morning Glory (1933), but this was followed by a series of commercial failures culminating in the critically lauded but commercially unsuccessful comedy Bringing Up Baby (1938). Hepburn masterminded her own comeback, buying out her contract with RKO Radio Pictures and acquiring the film rights to The Philadelphia Story, which she sold on the condition that she be the star. That comedy film was a box office success and landed her a third Academy Award nomination. In the 1940s, she was contracted to Metro-Goldwyn-Mayer, where her career focused on an alliance with Spencer Tracy, which spanned 26 years and nine movies and extended to an unacknowledged off-screen affair.","Like a Siren's call, you will find yourself drawn to and instantly in love with Siren the dog! Siren is around 4 years old and looks to be an Australian Shepherd mix. She is a sweet girl and we are still learning her personality.  She does not do well on a leash yet, but she's getting better."
actor,Sidney Poitier,"Sidney Poitier KBE (/ˈpwɑːtieɪ/; born February 20, 1927) is a Bahamian-American retired actor, film director, activist, and ambassador. In 1964, Poitier won the Academy Award for Best Actor becoming the first black male and Bahamian actor to win that award. He is one of the last surviving stars from the Golden Age of Hollywood cinema, and the oldest living and earliest surviving Best Actor Academy Award winner. From 1997 to 2007, he served as the Bahamian Ambassador to Japan. Poitier began to be criticized for being typecast as over-idealized African-American characters who were not permitted to have any sexuality or personality faults, such as his character in Guess Who's Coming To Dinner. Poitier was aware of this pattern himself, but was conflicted on the matter. He wanted more varied roles; but he also felt obliged to set an example with his characters, by challenging old stereotypes as he was the only major actor of African descent being cast in leading roles in the American film industry, at that time. For instance, in 1966, he turned down an opportunity to play the lead in an NBC television production of Othello with that spirit in mind. Despite this many of the films in which Poitier starred during the 1960s would later be cited as social thrillers by both filmmakers and critics.","Emma is a sweet girl who loves to have her loving. She is a little shy at first but if you are willing to let us introduce you, this will be your best friend in no time. Emma has been with us for quite awhile. Recently she has become a lot more social. She walks on leash and gets along with all the other dogs."
actor,Audrey Hepburn,"Audrey Hepburn (born Audrey Kathleen Ruston; 4 May 1929 – 20 January 1993) was a British actress and humanitarian. Recognised as both a film and fashion icon, she was ranked by the American Film Institute as the third-greatest female screen legend from the Golden Age of Hollywood, and was inducted into the International Best Dressed List Hall of Fame. Born in Ixelles, Brussels, Hepburn spent parts of her childhood in Belgium, England, and the Netherlands. She studied ballet with Sonia Gaskell in Amsterdam beginning in 1945 and with Marie Rambert in London starting in 1948. She began performing as a chorus girl in West End musical theatre productions and then had minor appearances in several films. Hepburn starred in the 1951 Broadway play Gigi after being spotted by the French novelist Colette, on whose work the play was based. In the 1950s, Hepburn narrated two radio programmes for UNICEF, re-telling children's stories of war. In 1989, Hepburn was appointed a Goodwill Ambassador of UNICEF. On her appointment, she stated that she was grateful for receiving international aid after enduring the German occupation as a child, and wanted to show her gratitude to the organisation.","Prince is a sweet, senior boy. while he loves adults, he can be a bit of a grump when it comes to kids."
actor,Shah Rukh Khan,"Shah Rukh Khan (pronounced ; born 2 November 1965), also known by the initialism SRK, is an Indian actor, film producer, and television personality. Referred to in the media as the ""Baadshah of Bollywood"" (in reference to his 1999 film Baadshah), ""King of Bollywood"" and ""King Khan"", he has appeared in more than 80 Hindi films, and earned numerous accolades, including 14 Filmfare Awards. The Government of India has awarded him the Padma Shri, and the Government of France has awarded him the Ordre des Arts et des Lettres and the Legion of Honour. Khan has a significant following in Asia and the Indian diaspora worldwide. In terms of audience size and income, he has been described as one of the most successful film stars in the world. Khan is a frequent stage performer and has participated in several world tours and concerts. In 1997, he performed in Asha Bhosle's Moments in Time concert in Malaysia, and returned the following year to perform with Karisma Kapoor for the Shahrukh–Karisma: Live in Malaysia concert. The same year, he participated in The Awesome Foursome world tour across the United Kingdom, Canada, and the United States along with Juhi Chawla, Akshay Kumar and Kajol, and resumed the tour in Malaysia the following year.","Meet Jack! This big, rambunctious boy is full of energy, life, and happy wiggles. He is a American Staffordshire mix who is about 8 months and is currently just shy of 46 lbs. Jack still has a bit of growing to do. Jack could use some more (okay, a lot more) manners, especially on the leash. This goofy guy just cannot contain his excitement for life! He loves roughhousing with other dogs and running. "
actor,Viola Davis,"Viola Davis (born August 11, 1965) is an American actress and producer. Having won an Academy Award, a Primetime Emmy Award, and two Tony Awards, she is the first African-American to achieve the ""Triple Crown of Acting"". Time magazine named her one of the 100 most influential people in the world in 2012 and 2017. In 2017 she received a star on the Hollywood Walk of Fame. In 2020, The New York Times ranked Davis ninth on its list of ""The 25 Greatest Actors of the 21st Century"". Born in St. Matthews, South Carolina, Davis began her acting career in Central Falls, Rhode Island, starring in minor theater productions. Since 2014, Davis has collaborated with the Hunger Is campaign to help eradicate childhood hunger across America. Speaking on her work, Davis said that ""seventeen million kids in this country, so one in five kids in this country, go to bed hungry. I was one of those kids, because I grew up in abject poverty; I did everything that you could possibly imagine to get food: I rummaged in the garbage cans, I stole from the local store constantly.""[","Shirley is a Hound/Australian Shepherd mix who was born in 2017. She has an old jaw injury that causes her tongue to stick out, but it doesn't seem to bother her at all. Shirley does have one blue eye and one brown eye which makes her quite endearing. She likes children but she does not do well with other dogs."
actor,Halle Berry,"Halle Maria Berry (born Maria Halle Berry; August 14, 1966) is an American actress. She began her career as a model and entered several beauty contests, finishing as the first runner-up in the Miss USA pageant and coming in sixth in the Miss World 1986. Her breakthrough film role was in the romantic comedy Boomerang (1992), alongside Eddie Murphy, which led to roles in films, such as the family comedy The Flintstones (1994), the political comedy-drama Bulworth (1998) and the television film Introducing Dorothy Dandridge (1999), for which she won a Primetime Emmy Award and a Golden Globe Award. Berry grew up in Oakwood, Ohio and graduated from Bedford High School where she was a cheerleader, honor student, editor of the school newspaper and prom queen. She worked in the children's department at Higbee's Department store. She then studied at Cuyahoga Community College. In the 1980s, she entered several beauty contests, winning Miss Teen All American in 1985 and Miss Ohio USA in 1986. She was the 1986 Miss USA first runner-up to Christy Fichtner of Texas. In the Miss USA 1986 pageant interview competition, she said she hoped to become an entertainer or to have something to do with the media. Her interview was awarded the highest score by the judges.","Stella is a Heeler, 3 year old. Stella is very relaxed, loves walks, older kids, other chill dogs. She's good in a calm atmosphere where she can chill, eat, sleep, take evening walks, and kinda act like a teenager. She knows basic commands, super sweet, eager to please and just wants love. "
actor,Bruce Lee,"Lee Jun-fan (November 27, 1940 – July 20, 1973), commonly known as Bruce Lee, was a Hong Kong American martial artist, actor, director, martial arts instructor and philosopher. He was the founder of Jeet Kune Do, a hybrid martial arts philosophy drawing from different combat disciplines that is often credited with paving the way for modern mixed martial arts (MMA). Lee is considered by commentators, critics, media, and other martial artists to be the most influential martial artist of all time and a pop culture icon of the 20th century, who bridged the gap between East and West. He is credited with helping to change the way Asians were presented in American films. The son of Cantonese opera star Lee Hoi-chuen, Lee was born in the Chinatown area of San Francisco, on November 27, 1940, to parents from Hong Kong, and was raised with his family in Kowloon, Hong Kong. He was introduced to the film industry by his father and appeared in several films as a child actor. Lee moved to the United States at the age of 18 to receive his higher education at the University of Washington in Seattle, and it was during this time that he began teaching martial arts. His Hong Kong and Hollywood-produced films elevated the traditional martial arts film to a new level of popularity and acclaim, sparking a surge of interest in the Chinese nation and Chinese martial arts in the West in the 1970s. The direction and tone of his films dramatically influenced and changed martial arts and martial arts films worldwide.","Rosie Red can be shy and grumbly when she first meets new people, once she warms up, she will be your best bud.  She loves to run and jump, unfortunately, even when she's on a leash. She seems to be friendly with other dogs, but doesn't meet a lot of dogs, so it's best to be careful and present when at the dog park."
actor,Morgan Freeman,"Morgan Freeman (born June 1, 1937) is an American actor, director, and narrator. He has appeared in a range of film genres portraying character roles and is particularly known for his distinctive deep voice. Freeman is the recipient of various accolades, including an Academy Award, a Golden Globe Award, and a Screen Actors Guild Award. Born in Memphis, Tennessee, Freeman was raised in Mississippi where he began acting in school plays. He studied theatre arts in Los Angeles and appeared in stage productions in his early career. He rose to fame in the 1970s for his role in the children's television series The Electric Company. In 2004, Freeman helped form the Grenada Relief Fund to aid people affected by Hurricane Ivan on the island of Grenada. The fund has since become PLANIT NOW, an organization that seeks to provide preparedness resources for people living in areas affected by hurricanes and severe storms. In 2014, he narrated a clip titled What's Possible, which debuted at the United Nations climate summit. Freeman has donated to the Mississippi Horse Park in Starkville, Mississippi, part of Mississippi State University and Freeman has several horses that he takes there.","Bubba Joe is a perfectly sweet gentleman. He loves all dogs and loves to play in our fenced in yard. He has no reaction to dogs that bark at him or try to be overly dominant. He just wants to be everyone’s best friend. Given his age he likes to hike, walk or play a lot. He's fine with kids."
